Review_helpful,Sentiment,Subjectivity,Word_Count,Noun_Count,Adj_Count,Verb_Count,Adv_Count,Authenticity,AT,Rev_Type
0.0085793871866295,0.6798611111111111,0.5527777777777777,0.059090909090909,0.0864864864864864,0.1208791208791209,0.1372549019607843,0.125,0.4239130434782608,0.6229508196721312,-1
0.0061281337047353,0.6165625,0.4685416666666667,0.1006493506493506,0.1621621621621621,0.1648351648351648,0.2352941176470588,0.2083333333333333,0.3999999999999999,0.6721311475409837,-1
0.0020055710306406,0.669375,0.56875,0.0655844155844155,0.1027027027027027,0.1208791208791209,0.1764705882352941,0.0625,0.4411764705882353,0.7704918032786885,-1
0.001225626740947,0.5695414201183432,0.5078402366863906,0.072077922077922,0.0972972972972973,0.1098901098901099,0.1666666666666666,0.125,0.4125,0.7704918032786885,-1
0.0016713091922005,0.5827134986225895,0.6981404958677686,0.0428571428571428,0.0432432432432432,0.0989010989010989,0.088235294117647,0.0833333333333333,0.4388059701492537,0.8688524590163935,1
0.0006685236768802,0.6285714285714286,0.3095238095238096,0.0655844155844155,0.1351351351351351,0.0659340659340659,0.0980392156862745,0.125,0.3823529411764705,0.8524590163934427,-1
0.0013370473537604,0.60296875,0.5951041666666668,0.0577922077922077,0.1189189189189189,0.0989010989010989,0.1470588235294117,0.1041666666666666,0.4666666666666667,0.7868852459016393,-1
0.0007799442896935,0.6116666666666667,0.6016666666666668,0.0272727272727272,0.0972972972972973,0.0879120879120879,0.0980392156862745,0.0416666666666666,0.5860465116279069,0.819672131147541,1
0.0004456824512534,0.324025974025974,0.5506493506493507,0.0474025974025974,0.0756756756756756,0.0659340659340659,0.1176470588235294,0.0833333333333333,0.4054054054054054,0.8032786885245902,1
0.0007799442896935,0.5196428571428571,0.5761904761904761,0.0506493506493506,0.1513513513513513,0.1098901098901099,0.1078431372549019,0.0625,0.5164556962025316,0.8688524590163935,-1
0.0003342618384401,0.629025974025974,0.438003848003848,0.1064935064935064,0.1351351351351351,0.1318681318681318,0.2254901960784313,0.1666666666666666,0.3454545454545454,0.5901639344262295,-1
0.0007799442896935,0.8030952380952381,0.5257142857142857,0.0266233766233766,0.081081081081081,0.0549450549450549,0.0294117647058823,0.0833333333333333,0.5142857142857142,0.8524590163934427,1
0.0005571030640668,0.6391666666666667,0.5683333333333335,0.0487012987012987,0.0864864864864864,0.1318681318681318,0.1470588235294117,0.0625,0.481578947368421,0.8360655737704918,-1
0.0004456824512534,0.6856060606060606,0.5757575757575758,0.0571428571428571,0.0972972972972973,0.0879120879120879,0.1470588235294117,0.1458333333333333,0.4314606741573033,0.7049180327868853,-1
0.0002228412256267,0.8071428571428572,0.8571428571428571,0.0694805194805194,0.1081081081081081,0.1098901098901099,0.1568627450980392,0.1041666666666666,0.4166666666666666,0.7377049180327869,-1
0.0002228412256267,0.6676851851851852,0.6675925925925925,0.0344155844155844,0.0864864864864864,0.0989010989010989,0.0784313725490196,0.125,0.5333333333333333,0.7704918032786885,1
0.0001114206128133,0.6134259259259259,0.6388888888888888,0.0772727272727272,0.1189189189189189,0.1098901098901099,0.196078431372549,0.1875,0.42,0.6229508196721312,-1
0.0,0.4986111111111111,0.5083333333333333,0.0461038961038961,0.1297297297297297,0.0549450549450549,0.1176470588235294,0.125,0.425,0.7540983606557377,1
0.0,0.6115384615384615,0.5153846153846153,0.0487012987012987,0.1027027027027027,0.0879120879120879,0.1078431372549019,0.1458333333333333,0.481578947368421,0.819672131147541,-1
0.0,0.7483974358974359,0.8352564102564102,0.05,0.0756756756756756,0.1208791208791209,0.0784313725490196,0.0625,0.4230769230769231,0.819672131147541,-1
0.0005571030640668,0.56875,0.4187499999999999,0.074025974025974,0.1567567567567567,0.0879120879120879,0.2058823529411764,0.125,0.4591304347826087,0.6721311475409837,-1
0.0002228412256267,0.5495833333333333,0.41,0.0428571428571428,0.0756756756756756,0.0879120879120879,0.196078431372549,0.125,0.5462686567164179,0.7540983606557377,-1
0.0002228412256267,0.6171875,0.8052083333333333,0.0506493506493506,0.0918918918918919,0.0769230769230769,0.1078431372549019,0.1041666666666666,0.4481012658227848,0.7704918032786885,-1
0.0001114206128133,0.6083333333333333,0.6066666666666668,0.0766233766233766,0.1135135135135135,0.1318681318681318,0.1568627450980392,0.1666666666666666,0.3983193277310924,0.6885245901639345,-1
0.0001114206128133,0.5831428062678062,0.5674786324786324,0.1006493506493506,0.2054054054054054,0.1208791208791209,0.1764705882352941,0.125,0.4115384615384615,0.8032786885245902,-1
0.0001114206128133,0.5555591168091168,0.649031339031339,0.1545454545454545,0.2486486486486486,0.2307692307692307,0.2058823529411764,0.25,0.3288702928870293,0.6721311475409837,-1
0.0,0.6965972222222222,0.6101388888888889,0.0545454545454545,0.0756756756756756,0.1208791208791209,0.1078431372549019,0.125,0.4305882352941176,0.7377049180327869,-1
0.0,0.4840277777777778,0.6819444444444445,0.0448051948051948,0.0756756756756756,0.0769230769230769,0.0980392156862745,0.1041666666666666,0.4628571428571428,0.8032786885245902,1
0.0,0.6537117346938776,0.6357142857142858,0.0461038961038961,0.1027027027027027,0.0769230769230769,0.1078431372549019,0.0208333333333333,0.475,0.8360655737704918,1
0.0,0.5535,0.7860000000000001,0.0701298701298701,0.081081081081081,0.0879120879120879,0.1568627450980392,0.1875,0.3743119266055046,0.7213114754098361,-1
0.0004456824512534,0.78,0.6577777777777778,0.0441558441558441,0.0756756756756756,0.0769230769230769,0.0784313725490196,0.1041666666666666,0.4608695652173912,0.7049180327868853,1
0.0001114206128133,0.6796875,0.6843750000000001,0.059090909090909,0.1243243243243243,0.1318681318681318,0.088235294117647,0.0625,0.4369565217391304,0.819672131147541,-1
0.0001114206128133,0.6037037037037037,0.5981481481481482,0.0532467532467532,0.0918918918918919,0.0879120879120879,0.1176470588235294,0.1666666666666666,0.4698795180722891,0.7049180327868853,-1
0.0002228412256267,0.625,0.45,0.0305194805194805,0.081081081081081,0.0659340659340659,0.0784313725490196,0.0416666666666666,0.5499999999999999,0.8032786885245902,-1
0.0002228412256267,0.6181730769230769,0.5926923076923076,0.0603896103896103,0.1297297297297297,0.1758241758241758,0.0784313725490196,0.0833333333333333,0.4404255319148936,0.8360655737704918,-1
0.0001114206128133,0.559375,0.5041666666666668,0.0441558441558441,0.0702702702702702,0.0989010989010989,0.0980392156862745,0.0625,0.5043478260869565,0.7213114754098361,-1
0.0,0.5089285714285714,0.5494047619047618,0.0577922077922077,0.1027027027027027,0.1098901098901099,0.1078431372549019,0.125,0.4733333333333333,0.7868852459016393,-1
0.0,0.6805555555555556,0.6830246913580247,0.0383116883116883,0.054054054054054,0.0989010989010989,0.1176470588235294,0.1458333333333333,0.5,0.7377049180327869,-1
0.0,0.6165532879818594,0.5363945578231293,0.1545454545454545,0.2486486486486486,0.2857142857142857,0.2254901960784313,0.375,0.3564853556485355,0.639344262295082,-1
0.0,0.5851851851851851,0.5532407407407406,0.1019480519480519,0.1297297297297297,0.0989010989010989,0.1568627450980392,0.2291666666666666,0.3189873417721519,0.6885245901639345,-1
0.0001114206128133,0.5641233766233766,0.5695887445887445,0.059090909090909,0.1351351351351351,0.0769230769230769,0.1372549019607843,0.1458333333333333,0.4695652173913043,0.7868852459016393,-1
0.0003342618384401,0.6548385642135642,0.6203854016354016,0.0467532467532467,0.0702702702702702,0.1208791208791209,0.1078431372549019,0.0416666666666666,0.4849315068493151,0.7704918032786885,1
